library_index,library_case_id,batch_id,case_status,source_case_id,external_subject_name,external_subject_numeric_id,external_slice_index,external_modality,external_brain_pixels,training_compatible_donor_count,final_base_use_index,donor_volume,donor_slice_index,donor_h5_file,donor_mask_pixels,donor_tumor_area_pixels,donor_bbox_area,donor_component_count,donor_largest_component_fraction,donor_centroid_x_normalized,donor_centroid_y_normalized,donor_centroid_laterality,candidate_donors_before_uniqueness,pair_key
7001,synthetic_007001,batch_0029,planned,,BraTS20_Validation_087,87,48,flair,13591.0,14265.0,1.0,240,77,volume_240_slice_77.h5,3590,3590.0,4814.0,3.0,0.9977715877437324,0.5474306826260766,0.6347501777368563,midline,14037.0,BraTS20_Validation_087|slice_48|volume_240_slice_77.h5
7002,synthetic_007002,batch_0029,planned,,BraTS20_Validation_087,87,49,flair,14123.0,15122.0,1.0,243,48,volume_243_slice_48.h5,2121,2121.0,4848.0,5.0,0.9764262140499764,0.5935879302215935,0.307930852858149,right,14881.0,BraTS20_Validation_087|slice_49|volume_243_slice_48.h5
7003,synthetic_007003,batch_0029,planned,,BraTS20_Validation_087,87,50,flair,14369.0,15450.0,1.0,231,70,volume_231_slice_70.h5,2490,2490.0,3478.0,2.0,0.9991967871485944,0.6612357379308027,0.3397960041000823,right,15206.0,BraTS20_Validation_087|slice_50|volume_231_slice_70.h5
7004,synthetic_007004,batch_0029,planned,,BraTS20_Validation_087,87,51,flair,14703.0,16119.0,1.0,209,74,volume_209_slice_74.h5,890,890.0,1292.0,1.0,1.0,0.5642094870951061,0.3278078134549386,right,15873.0,BraTS20_Validation_087|slice_51|volume_209_slice_74.h5
7005,synthetic_007005,batch_0029,planned,,BraTS20_Validation_087,87,52,flair,14916.0,16432.0,1.0,215,62,volume_215_slice_62.h5,2107,2107.0,3053.0,1.0,1.0,0.5949623986988978,0.658025748004758,right,16186.0,BraTS20_Validation_087|slice_52|volume_215_slice_62.h5
7006,synthetic_007006,batch_0029,planned,,BraTS20_Validation_087,87,53,flair,14982.0,16572.0,1.0,194,92,volume_194_slice_92.h5,301,301.0,1296.0,4.0,0.5182724252491694,0.5935723321147083,0.628045983402605,right,16326.0,BraTS20_Validation_087|slice_53|volume_194_slice_92.h5
7007,synthetic_007007,batch_0029,planned,,BraTS20_Validation_087,87,54,flair,15185.0,16890.0,1.0,189,109,volume_189_slice_109.h5,2858,2858.0,4452.0,3.0,0.997550734779566,0.4472200180949899,0.4116083166681795,left,16643.0,BraTS20_Validation_087|slice_54|volume_189_slice_109.h5
7008,synthetic_007008,batch_0029,planned,,BraTS20_Validation_087,87,55,flair,15237.0,16902.0,1.0,212,95,volume_212_slice_95.h5,3886,3886.0,7360.0,4.0,0.9294904786412764,0.4321047338692484,0.5553709593713728,left,16655.0,BraTS20_Validation_087|slice_55|volume_212_slice_95.h5
7009,synthetic_007009,batch_0029,planned,,BraTS20_Validation_087,87,56,flair,15423.0,17270.0,1.0,220,95,volume_220_slice_95.h5,3334,3334.0,5712.0,4.0,0.9964007198560288,0.6092271085531847,0.3578623187496392,right,17029.0,BraTS20_Validation_087|slice_56|volume_220_slice_95.h5
7010,synthetic_007010,batch_0029,planned,,BraTS20_Validation_087,87,57,flair,15617.0,17448.0,1.0,214,69,volume_214_slice_69.h5,3048,3048.0,4332.0,1.0,1.0,0.5487115496546195,0.3530499456396402,midline,17205.0,BraTS20_Validation_087|slice_57|volume_214_slice_69.h5
7011,synthetic_007011,batch_0029,planned,,BraTS20_Validation_087,87,58,flair,15752.0,17523.0,1.0,305,114,volume_305_slice_114.h5,2087,2087.0,2952.0,2.0,0.996166746526114,0.4111364834710992,0.4496113618274515,left,17282.0,BraTS20_Validation_087|slice_58|volume_305_slice_114.h5
7012,synthetic_007012,batch_0029,planned,,BraTS20_Validation_087,87,59,flair,15923.0,17630.0,1.0,232,43,volume_232_slice_43.h5,819,819.0,2728.0,4.0,0.9023199023199024,0.7758721984663407,0.650277662829964,right,17389.0,BraTS20_Validation_087|slice_59|volume_232_slice_43.h5
7013,synthetic_007013,batch_0029,planned,,BraTS20_Validation_087,87,60,flair,16016.0,17660.0,1.0,240,61,volume_240_slice_61.h5,3348,3348.0,5292.0,1.0,1.0,0.5371345160790431,0.6435141444589413,midline,17419.0,BraTS20_Validation_087|slice_60|volume_240_slice_61.h5
7014,synthetic_007014,batch_0029,planned,,BraTS20_Validation_087,87,61,flair,16064.0,17669.0,1.0,322,51,volume_322_slice_51.h5,2489,2489.0,3900.0,1.0,1.0,0.4848193978190229,0.6478917277863605,midline,17428.0,BraTS20_Validation_087|slice_61|volume_322_slice_51.h5
7015,synthetic_007015,batch_0029,planned,,BraTS20_Validation_087,87,62,flair,16321.0,17780.0,1.0,209,52,volume_209_slice_52.h5,2070,2070.0,3354.0,1.0,1.0,0.5231904271016514,0.3259555717259919,midline,17536.0,BraTS20_Validation_087|slice_62|volume_209_slice_52.h5
7016,synthetic_007016,batch_0029,planned,,BraTS20_Validation_087,87,63,flair,16429.0,17830.0,1.0,222,106,volume_222_slice_106.h5,949,949.0,1634.0,2.0,0.9915700737618546,0.5849231298305638,0.3729977822945095,right,17583.0,BraTS20_Validation_087|slice_63|volume_222_slice_106.h5
7017,synthetic_007017,batch_0029,planned,,BraTS20_Validation_087,87,64,flair,16552.0,17856.0,1.0,210,71,volume_210_slice_71.h5,3103,3103.0,5016.0,1.0,1.0,0.3908297679260318,0.580175481414261,left,17606.0,BraTS20_Validation_087|slice_64|volume_210_slice_71.h5
7018,synthetic_007018,batch_0029,planned,,BraTS20_Validation_087,87,65,flair,16680.0,17870.0,1.0,86,49,volume_86_slice_49.h5,654,654.0,1848.0,2.0,0.9938837920489296,0.4928217726766726,0.2554092613207426,midline,17620.0,BraTS20_Validation_087|slice_65|volume_86_slice_49.h5
7019,synthetic_007019,batch_0029,planned,,BraTS20_Validation_087,87,66,flair,16719.0,17883.0,1.0,190,85,volume_190_slice_85.h5,723,723.0,1960.0,4.0,0.632088520055325,0.5134637754127676,0.6720834273743178,midline,17633.0,BraTS20_Validation_087|slice_66|volume_190_slice_85.h5
7020,synthetic_007020,batch_0029,planned,,BraTS20_Validation_087,87,67,flair,16859.0,17883.0,1.0,259,113,volume_259_slice_113.h5,2045,2045.0,3300.0,1.0,1.0,0.4161512414195251,0.4263137973013063,left,17633.0,BraTS20_Validation_087|slice_67|volume_259_slice_113.h5
7021,synthetic_007021,batch_0029,planned,,BraTS20_Validation_087,87,69,flair,17035.0,17898.0,1.0,214,91,volume_214_slice_91.h5,1272,1272.0,2346.0,1.0,1.0,0.5693402805189337,0.3458198468461356,right,17648.0,BraTS20_Validation_087|slice_69|volume_214_slice_91.h5
7022,synthetic_007022,batch_0029,planned,,BraTS20_Validation_087,87,70,flair,17015.0,17900.0,1.0,86,53,volume_86_slice_53.h5,939,939.0,1988.0,3.0,0.9978700745473909,0.5195993244838941,0.257547199237148,midline,17650.0,BraTS20_Validation_087|slice_70|volume_86_slice_53.h5
7023,synthetic_007023,batch_0029,planned,,BraTS20_Validation_087,87,71,flair,16973.0,17899.0,1.0,271,64,volume_271_slice_64.h5,1144,1144.0,1624.0,1.0,1.0,0.4830295227784767,0.3596680516136583,midline,17649.0,BraTS20_Validation_087|slice_71|volume_271_slice_64.h5
7024,synthetic_007024,batch_0029,planned,,BraTS20_Validation_087,87,72,flair,16959.0,17888.0,1.0,212,86,volume_212_slice_86.h5,3461,3461.0,7790.0,7.0,0.9826639699508812,0.4556002993306164,0.5561698253945035,midline,17638.0,BraTS20_Validation_087|slice_72|volume_212_slice_86.h5
7025,synthetic_007025,batch_0029,planned,,BraTS20_Validation_087,87,73,flair,16877.0,17884.0,1.0,219,46,volume_219_slice_46.h5,831,831.0,1620.0,1.0,1.0,0.46227512348383,0.6768575442200504,midline,17634.0,BraTS20_Validation_087|slice_73|volume_219_slice_46.h5
7026,synthetic_007026,batch_0029,planned,,BraTS20_Validation_087,87,74,flair,16814.0,17855.0,1.0,194,71,volume_194_slice_71.h5,2625,2625.0,3869.0,4.0,0.9958095238095238,0.5649141263199841,0.6615819884439131,right,17607.0,BraTS20_Validation_087|slice_74|volume_194_slice_71.h5
7027,synthetic_007027,batch_0029,planned,,BraTS20_Validation_087,87,75,flair,16711.0,17792.0,1.0,182,104,volume_182_slice_104.h5,951,951.0,1548.0,1.0,1.0,0.4633352251978758,0.6102715045602735,midline,17545.0,BraTS20_Validation_087|slice_75|volume_182_slice_104.h5
7028,synthetic_007028,batch_0029,planned,,BraTS20_Validation_087,87,76,flair,16659.0,17773.0,1.0,227,55,volume_227_slice_55.h5,1617,1617.0,3150.0,1.0,1.0,0.5199411069106227,0.6130703327356046,midline,17527.0,BraTS20_Validation_087|slice_76|volume_227_slice_55.h5
7029,synthetic_007029,batch_0029,planned,,BraTS20_Validation_087,87,77,flair,16560.0,17690.0,1.0,235,110,volume_235_slice_110.h5,2965,2965.0,5002.0,3.0,0.9959527824620572,0.4355768484480727,0.4149823251744551,left,17448.0,BraTS20_Validation_087|slice_77|volume_235_slice_110.h5
7030,synthetic_007030,batch_0029,planned,,BraTS20_Validation_087,87,78,flair,16508.0,17629.0,1.0,207,66,volume_207_slice_66.h5,579,579.0,957.0,2.0,0.9913644214162348,0.5010658977749836,0.7116511659837694,midline,17388.0,BraTS20_Validation_087|slice_78|volume_207_slice_66.h5
7031,synthetic_007031,batch_0029,planned,,BraTS20_Validation_087,87,79,flair,16398.0,17571.0,1.0,190,69,volume_190_slice_69.h5,1386,1386.0,2714.0,3.0,0.997835497835498,0.5090021554456701,0.6636659481847766,midline,17332.0,BraTS20_Validation_087|slice_79|volume_190_slice_69.h5
7032,synthetic_007032,batch_0029,planned,,BraTS20_Validation_087,87,80,flair,16254.0,17381.0,1.0,198,73,volume_198_slice_73.h5,2560,2560.0,4144.0,1.0,1.0,0.541211754707113,0.3377124738493723,midline,17147.0,BraTS20_Validation_087|slice_80|volume_198_slice_73.h5
7033,synthetic_007033,batch_0029,planned,,BraTS20_Validation_087,87,81,flair,16130.0,17232.0,1.0,161,87,volume_161_slice_87.h5,1710,1710.0,2585.0,2.0,0.9994152046783624,0.4277741075142529,0.4162641611001003,left,17010.0,BraTS20_Validation_087|slice_81|volume_161_slice_87.h5
7034,synthetic_007034,batch_0029,planned,,BraTS20_Validation_087,87,82,flair,15915.0,16823.0,1.0,215,53,volume_215_slice_53.h5,1570,1570.0,2379.0,1.0,1.0,0.5697119100285158,0.6801108653359272,right,16608.0,BraTS20_Validation_087|slice_82|volume_215_slice_53.h5
7035,synthetic_007035,batch_0029,planned,,BraTS20_Validation_087,87,83,flair,15772.0,16705.0,1.0,182,100,volume_182_slice_100.h5,1096,1096.0,1710.0,3.0,0.9954379562043796,0.4712304920135601,0.6052629569679016,midline,16493.0,BraTS20_Validation_087|slice_83|volume_182_slice_100.h5
7036,synthetic_007036,batch_0029,planned,,BraTS20_Validation_087,87,84,flair,15648.0,16761.0,1.0,207,82,volume_207_slice_82.h5,1094,1094.0,2967.0,4.0,0.9552102376599636,0.528562031009768,0.6848117919729525,midline,16548.0,BraTS20_Validation_087|slice_84|volume_207_slice_82.h5
7037,synthetic_007037,batch_0029,planned,,BraTS20_Validation_088,88,10,flair,1543.0,32.0,1.0,325,31,volume_325_slice_31.h5,704,704.0,1023.0,1.0,1.0,0.6606777767211868,0.4715136458729554,right,24.0,BraTS20_Validation_088|slice_10|volume_325_slice_31.h5
7038,synthetic_007038,batch_0029,planned,,BraTS20_Validation_088,88,11,flair,1875.0,94.0,1.0,283,128,volume_283_slice_128.h5,646,646.0,1102.0,2.0,0.9860681114551084,0.6575385053823335,0.4497713641721829,right,82.0,BraTS20_Validation_088|slice_11|volume_283_slice_128.h5
7039,synthetic_007039,batch_0029,planned,,BraTS20_Validation_088,88,12,flair,2238.0,217.0,1.0,325,40,volume_325_slice_40.h5,476,476.0,720.0,2.0,0.9894957983193278,0.6702647586231145,0.469885025139763,right,194.0,BraTS20_Validation_088|slice_12|volume_325_slice_40.h5
7040,synthetic_007040,batch_0029,planned,,BraTS20_Validation_088,88,13,flair,2575.0,396.0,1.0,102,108,volume_102_slice_108.h5,748,748.0,1176.0,3.0,0.9692513368983956,0.6403519566822544,0.5389602398585909,right,362.0,BraTS20_Validation_088|slice_13|volume_102_slice_108.h5
