library_index,library_case_id,batch_id,case_status,source_case_id,external_subject_name,external_subject_numeric_id,external_slice_index,external_modality,external_brain_pixels,training_compatible_donor_count,final_base_use_index,donor_volume,donor_slice_index,donor_h5_file,donor_mask_pixels,donor_tumor_area_pixels,donor_bbox_area,donor_component_count,donor_largest_component_fraction,donor_centroid_x_normalized,donor_centroid_y_normalized,donor_centroid_laterality,candidate_donors_before_uniqueness,pair_key
5501,synthetic_005501,batch_0023,planned,,BraTS20_Validation_068,68,34,flair,7636.0,3940.0,1.0,75,46,volume_75_slice_46.h5,383,383.0,1760.0,6.0,0.9425587467362924,0.4138654314648721,0.6374253034292144,left,3798.0,BraTS20_Validation_068|slice_34|volume_75_slice_46.h5
5502,synthetic_005502,batch_0023,planned,,BraTS20_Validation_068,68,35,flair,7961.0,4269.0,1.0,324,36,volume_324_slice_36.h5,568,568.0,840.0,1.0,1.0,0.4208114797572043,0.3880679474335552,left,4125.0,BraTS20_Validation_068|slice_35|volume_324_slice_36.h5
5503,synthetic_005503,batch_0023,planned,,BraTS20_Validation_068,68,36,flair,8372.0,4767.0,1.0,198,87,volume_198_slice_87.h5,856,856.0,2304.0,3.0,0.4871495327102804,0.536781957533336,0.3512249247252962,midline,4620.0,BraTS20_Validation_068|slice_36|volume_198_slice_87.h5
5504,synthetic_005504,batch_0023,planned,,BraTS20_Validation_068,68,37,flair,8840.0,5765.0,1.0,319,52,volume_319_slice_52.h5,521,521.0,2565.0,5.0,0.7562380038387716,0.4636963033753885,0.325155197198821,midline,5614.0,BraTS20_Validation_068|slice_37|volume_319_slice_52.h5
5505,synthetic_005505,batch_0023,planned,,BraTS20_Validation_068,68,38,flair,9531.0,8518.0,1.0,357,100,volume_357_slice_100.h5,1328,1328.0,1980.0,2.0,0.9992469879518072,0.5290681554670565,0.3645838584463376,midline,8342.0,BraTS20_Validation_068|slice_38|volume_357_slice_100.h5
5506,synthetic_005506,batch_0023,planned,,BraTS20_Validation_068,68,39,flair,10237.0,11372.0,1.0,168,98,volume_168_slice_98.h5,3551,3551.0,5800.0,2.0,0.9960574486060264,0.6324743221604144,0.3686792217172604,right,11171.0,BraTS20_Validation_068|slice_39|volume_168_slice_98.h5
5507,synthetic_005507,batch_0023,planned,,BraTS20_Validation_068,68,40,flair,10738.0,12263.0,1.0,180,69,volume_180_slice_69.h5,2661,2661.0,6014.0,4.0,0.9601653513716648,0.5461029373611392,0.3289605474394595,midline,12055.0,BraTS20_Validation_068|slice_40|volume_180_slice_69.h5
5508,synthetic_005508,batch_0023,planned,,BraTS20_Validation_068,68,41,flair,11168.0,12797.0,1.0,185,84,volume_185_slice_84.h5,940,940.0,3640.0,4.0,0.9606382978723405,0.4010371227632867,0.6170969464969287,left,12584.0,BraTS20_Validation_068|slice_41|volume_185_slice_84.h5
5509,synthetic_005509,batch_0023,planned,,BraTS20_Validation_068,68,42,flair,11445.0,13068.0,1.0,145,75,volume_145_slice_75.h5,1907,1907.0,3102.0,1.0,1.0,0.5283551241517158,0.6605569000357634,midline,12854.0,BraTS20_Validation_068|slice_42|volume_145_slice_75.h5
5510,synthetic_005510,batch_0023,planned,,BraTS20_Validation_068,68,43,flair,11647.0,13231.0,1.0,311,101,volume_311_slice_101.h5,853,853.0,1645.0,2.0,0.8898007033997656,0.5188186415653343,0.6396915636174565,midline,13016.0,BraTS20_Validation_068|slice_43|volume_311_slice_101.h5
5511,synthetic_005511,batch_0023,planned,,BraTS20_Validation_068,68,44,flair,11830.0,13353.0,1.0,218,42,volume_218_slice_42.h5,1072,1072.0,1665.0,6.0,0.9953358208955224,0.4504738337600699,0.6462600699431712,midline,13136.0,BraTS20_Validation_068|slice_44|volume_218_slice_42.h5
5512,synthetic_005512,batch_0023,planned,,BraTS20_Validation_068,68,45,flair,11998.0,13426.0,1.0,65,56,volume_65_slice_56.h5,441,441.0,1026.0,3.0,0.9750566893424036,0.5093976223683336,0.6849780358447424,midline,13209.0,BraTS20_Validation_068|slice_45|volume_65_slice_56.h5
5513,synthetic_005513,batch_0023,planned,,BraTS20_Validation_068,68,46,flair,12141.0,13448.0,1.0,182,90,volume_182_slice_90.h5,1398,1398.0,2310.0,2.0,0.9985693848354792,0.4739556210007123,0.6152273720377587,midline,13231.0,BraTS20_Validation_068|slice_46|volume_182_slice_90.h5
5514,synthetic_005514,batch_0023,planned,,BraTS20_Validation_068,68,47,flair,12291.0,13495.0,1.0,81,80,volume_81_slice_80.h5,320,320.0,660.0,4.0,0.971875,0.4696391213389121,0.6828844142259414,midline,13277.0,BraTS20_Validation_068|slice_47|volume_81_slice_80.h5
5515,synthetic_005515,batch_0023,planned,,BraTS20_Validation_068,68,48,flair,12403.0,13508.0,1.0,179,78,volume_179_slice_78.h5,1615,1615.0,2494.0,1.0,1.0,0.6197986968405508,0.6526989390779434,right,13290.0,BraTS20_Validation_068|slice_48|volume_179_slice_78.h5
5516,synthetic_005516,batch_0023,planned,,BraTS20_Validation_068,68,49,flair,12530.0,13562.0,1.0,166,106,volume_166_slice_106.h5,2330,2330.0,3504.0,1.0,1.0,0.6134842961552966,0.3535349363406181,right,13344.0,BraTS20_Validation_068|slice_49|volume_166_slice_106.h5
5517,synthetic_005517,batch_0023,planned,,BraTS20_Validation_068,68,50,flair,12633.0,13626.0,1.0,149,39,volume_149_slice_39.h5,1680,1680.0,3053.0,2.0,0.8690476190476191,0.4954473002590157,0.6753586371787208,midline,13408.0,BraTS20_Validation_068|slice_50|volume_149_slice_39.h5
5518,synthetic_005518,batch_0023,planned,,BraTS20_Validation_068,68,51,flair,12809.0,13735.0,1.0,166,93,volume_166_slice_93.h5,3567,3567.0,6700.0,3.0,0.999439304737875,0.6027638288213787,0.3683345591210926,right,13515.0,BraTS20_Validation_068|slice_51|volume_166_slice_93.h5
5519,synthetic_005519,batch_0023,planned,,BraTS20_Validation_068,68,52,flair,13343.0,14212.0,1.0,156,39,volume_156_slice_39.h5,736,736.0,1085.0,1.0,1.0,0.4376932872475895,0.6194856285246498,left,13990.0,BraTS20_Validation_068|slice_52|volume_156_slice_39.h5
5520,synthetic_005520,batch_0023,planned,,BraTS20_Validation_068,68,53,flair,13959.0,15486.0,1.0,145,86,volume_145_slice_86.h5,348,348.0,992.0,2.0,0.7413793103448276,0.5669335834174962,0.6393257346222286,right,15250.0,BraTS20_Validation_068|slice_53|volume_145_slice_86.h5
5521,synthetic_005521,batch_0023,planned,,BraTS20_Validation_068,68,54,flair,14461.0,16658.0,1.0,207,106,volume_207_slice_106.h5,959,959.0,2310.0,5.0,0.9739311783107404,0.5298886130514265,0.6612623854171666,midline,16412.0,BraTS20_Validation_068|slice_54|volume_207_slice_106.h5
5522,synthetic_005522,batch_0023,planned,,BraTS20_Validation_068,68,55,flair,14709.0,16992.0,1.0,229,113,volume_229_slice_113.h5,1589,1589.0,2109.0,1.0,1.0,0.4487599105776902,0.5619755062919496,left,16743.0,BraTS20_Validation_068|slice_55|volume_229_slice_113.h5
