library_index,library_case_id,batch_id,case_status,source_case_id,external_subject_name,external_subject_numeric_id,external_slice_index,external_modality,external_brain_pixels,training_compatible_donor_count,final_base_use_index,donor_volume,donor_slice_index,donor_h5_file,donor_mask_pixels,donor_tumor_area_pixels,donor_bbox_area,donor_component_count,donor_largest_component_fraction,donor_centroid_x_normalized,donor_centroid_y_normalized,donor_centroid_laterality,candidate_donors_before_uniqueness,pair_key
9001,synthetic_009001,batch_0037,planned,,BraTS20_Validation_113,113,16,flair,4769.0,2507.0,1.0,58,85,volume_58_slice_85.h5,1127,1127.0,3536.0,5.0,0.9023957409050576,0.6323894666107301,0.6326716242254588,right,2391.0,BraTS20_Validation_113|slice_16|volume_58_slice_85.h5
9002,synthetic_009002,batch_0037,planned,,BraTS20_Validation_113,113,17,flair,4891.0,2626.0,1.0,57,111,volume_57_slice_111.h5,2443,2443.0,3773.0,1.0,1.0,0.6304324369687452,0.5737458403054068,right,2506.0,BraTS20_Validation_113|slice_17|volume_57_slice_111.h5
9003,synthetic_009003,batch_0037,planned,,BraTS20_Validation_113,113,18,flair,5039.0,2786.0,1.0,155,115,volume_155_slice_115.h5,1250,1250.0,2112.0,1.0,1.0,0.6274744769874476,0.5809071129707113,right,2664.0,BraTS20_Validation_113|slice_18|volume_155_slice_115.h5
9004,synthetic_009004,batch_0037,planned,,BraTS20_Validation_113,113,19,flair,5131.0,2889.0,1.0,337,92,volume_337_slice_92.h5,2249,2249.0,3710.0,3.0,0.9533125833703868,0.6907077250512083,0.4023526960378485,right,2763.0,BraTS20_Validation_113|slice_19|volume_337_slice_92.h5
9005,synthetic_009005,batch_0037,planned,,BraTS20_Validation_113,113,21,flair,5341.0,3105.0,1.0,9,94,volume_9_slice_94.h5,2118,2118.0,4988.0,6.0,0.9915014164305948,0.617176542170912,0.4045381092923378,right,2974.0,BraTS20_Validation_113|slice_21|volume_9_slice_94.h5
9006,synthetic_009006,batch_0037,planned,,BraTS20_Validation_113,113,22,flair,5435.0,3213.0,1.0,354,104,volume_354_slice_104.h5,1433,1433.0,3150.0,2.0,0.8667131891137474,0.6279216437412223,0.3630765547305445,right,3078.0,BraTS20_Validation_113|slice_22|volume_354_slice_104.h5
9007,synthetic_009007,batch_0037,planned,,BraTS20_Validation_113,113,23,flair,5494.0,3266.0,1.0,4,104,volume_4_slice_104.h5,1310,1310.0,2806.0,3.0,0.601526717557252,0.6621291002587115,0.6409211408860073,right,3130.0,BraTS20_Validation_113|slice_23|volume_4_slice_104.h5
9008,synthetic_009008,batch_0037,planned,,BraTS20_Validation_113,113,24,flair,5591.0,3363.0,1.0,170,76,volume_170_slice_76.h5,1255,1255.0,2430.0,2.0,0.999203187250996,0.6456250312557302,0.6523595992598643,right,3225.0,BraTS20_Validation_113|slice_24|volume_170_slice_76.h5
9009,synthetic_009009,batch_0037,planned,,BraTS20_Validation_113,113,25,flair,5751.0,3438.0,1.0,276,111,volume_276_slice_111.h5,1276,1276.0,2700.0,6.0,0.9169278996865204,0.603822090476253,0.3754508728899148,right,3299.0,BraTS20_Validation_113|slice_25|volume_276_slice_111.h5
9010,synthetic_009010,batch_0037,planned,,BraTS20_Validation_113,113,26,flair,5986.0,3606.0,1.0,334,89,volume_334_slice_89.h5,1640,1640.0,2915.0,3.0,0.9853658536585366,0.6111593019695887,0.3735738340647004,right,3464.0,BraTS20_Validation_113|slice_26|volume_334_slice_89.h5
