library_index,library_case_id,batch_id,case_status,source_case_id,external_subject_name,external_subject_numeric_id,external_slice_index,external_modality,external_brain_pixels,training_compatible_donor_count,final_base_use_index,donor_volume,donor_slice_index,donor_h5_file,donor_mask_pixels,donor_tumor_area_pixels,donor_bbox_area,donor_component_count,donor_largest_component_fraction,donor_centroid_x_normalized,donor_centroid_y_normalized,donor_centroid_laterality,candidate_donors_before_uniqueness,pair_key
5001,synthetic_005001,batch_0021,planned,,BraTS20_Validation_061,61,127,flair,4784.0,1724.0,1.0,44,93,volume_44_slice_93.h5,561,561.0,1794.0,1.0,1.0,0.4569768569276322,0.4660088455313658,midline,1661.0,BraTS20_Validation_061|slice_127|volume_44_slice_93.h5
5002,synthetic_005002,batch_0021,planned,,BraTS20_Validation_061,61,128,flair,4355.0,1372.0,1.0,196,94,volume_196_slice_94.h5,636,636.0,1449.0,3.0,0.9339622641509434,0.5389200284203047,0.5970434988552933,midline,1315.0,BraTS20_Validation_061|slice_128|volume_196_slice_94.h5
5003,synthetic_005003,batch_0021,planned,,BraTS20_Validation_061,61,129,flair,3853.0,963.0,1.0,227,65,volume_227_slice_65.h5,1517,1517.0,4819.0,22.0,0.6196440342781806,0.5211177091981256,0.5705380857947446,midline,916.0,BraTS20_Validation_061|slice_129|volume_227_slice_65.h5
5004,synthetic_005004,batch_0021,planned,,BraTS20_Validation_061,61,130,flair,3278.0,638.0,1.0,230,124,volume_230_slice_124.h5,734,734.0,1664.0,4.0,0.5095367847411444,0.4805958067789267,0.5618665420177169,midline,609.0,BraTS20_Validation_061|slice_130|volume_230_slice_124.h5
5005,synthetic_005005,batch_0021,planned,,BraTS20_Validation_061,61,131,flair,2640.0,444.0,1.0,212,71,volume_212_slice_71.h5,1111,1111.0,2944.0,3.0,0.6543654365436543,0.4793563038312199,0.5348794293655307,midline,421.0,BraTS20_Validation_061|slice_131|volume_212_slice_71.h5
5006,synthetic_005006,batch_0021,planned,,BraTS20_Validation_061,61,132,flair,2001.0,246.0,1.0,212,129,volume_212_slice_129.h5,1511,1511.0,2304.0,1.0,1.0,0.4931866452154216,0.541997457972082,midline,235.0,BraTS20_Validation_061|slice_132|volume_212_slice_129.h5
5007,synthetic_005007,batch_0021,planned,,BraTS20_Validation_061,61,133,flair,1492.0,117.0,1.0,290,128,volume_290_slice_128.h5,581,581.0,1230.0,3.0,0.9776247848537004,0.4815388271556038,0.5484916353999381,midline,113.0,BraTS20_Validation_061|slice_133|volume_290_slice_128.h5
5008,synthetic_005008,batch_0021,planned,,BraTS20_Validation_061,61,134,flair,1096.0,32.0,1.0,254,123,volume_254_slice_123.h5,710,710.0,1288.0,3.0,0.9098591549295776,0.5688431846307973,0.5471742589427779,right,29.0,BraTS20_Validation_061|slice_134|volume_254_slice_123.h5
5009,synthetic_005009,batch_0021,planned,,BraTS20_Validation_062,62,21,flair,4452.0,2110.0,1.0,127,75,volume_127_slice_75.h5,890,890.0,1720.0,3.0,0.9921348314606742,0.6938413802830145,0.6459921959475342,right,2008.0,BraTS20_Validation_062|slice_21|volume_127_slice_75.h5
5010,synthetic_005010,batch_0021,planned,,BraTS20_Validation_062,62,22,flair,4685.0,2346.0,1.0,255,91,volume_255_slice_91.h5,1518,1518.0,3168.0,4.0,0.8491436100131752,0.6787696870469291,0.6294121862613767,right,2240.0,BraTS20_Validation_062|slice_22|volume_255_slice_91.h5
