library_index,library_case_id,batch_id,case_status,source_case_id,external_subject_name,external_subject_numeric_id,external_slice_index,external_modality,external_brain_pixels,training_compatible_donor_count,final_base_use_index,donor_volume,donor_slice_index,donor_h5_file,donor_mask_pixels,donor_tumor_area_pixels,donor_bbox_area,donor_component_count,donor_largest_component_fraction,donor_centroid_x_normalized,donor_centroid_y_normalized,donor_centroid_laterality,candidate_donors_before_uniqueness,pair_key
6001,synthetic_006001,batch_0025,planned,,BraTS20_Validation_074,74,50,flair,13779.0,14459.0,1.0,195,60,volume_195_slice_60.h5,1249,1249.0,2346.0,3.0,0.9167333867093675,0.4722372039891327,0.6628264955060282,midline,14223.0,BraTS20_Validation_074|slice_50|volume_195_slice_60.h5
6002,synthetic_006002,batch_0025,planned,,BraTS20_Validation_074,74,50,flair,13779.0,14459.0,2.0,367,81,volume_367_slice_81.h5,2219,2219.0,4368.0,2.0,0.9810725552050472,0.5991522435565042,0.3477215602791411,right,14223.0,BraTS20_Validation_074|slice_50|volume_367_slice_81.h5
6003,synthetic_006003,batch_0025,planned,,BraTS20_Validation_074,74,51,flair,13912.0,14525.0,2.0,158,45,volume_158_slice_45.h5,1783,1783.0,3132.0,3.0,0.9988782950084129,0.4665236766579761,0.6806426102403688,midline,14288.0,BraTS20_Validation_074|slice_51|volume_158_slice_45.h5
6004,synthetic_006004,batch_0025,planned,,BraTS20_Validation_074,74,51,flair,13912.0,14525.0,1.0,198,56,volume_198_slice_56.h5,2812,2812.0,4100.0,1.0,1.0,0.5444002690203967,0.32774362118119,midline,14288.0,BraTS20_Validation_074|slice_51|volume_198_slice_56.h5
6005,synthetic_006005,batch_0025,planned,,BraTS20_Validation_074,74,52,flair,14164.0,14825.0,2.0,111,43,volume_111_slice_43.h5,460,460.0,1120.0,4.0,0.4739130434782608,0.5730853192650536,0.2617882481353465,right,14587.0,BraTS20_Validation_074|slice_52|volume_111_slice_43.h5
6006,synthetic_006006,batch_0025,planned,,BraTS20_Validation_074,74,52,flair,14164.0,14825.0,1.0,175,104,volume_175_slice_104.h5,1467,1467.0,3150.0,5.0,0.5487389229720518,0.4282927330133223,0.4905465570301158,left,14587.0,BraTS20_Validation_074|slice_52|volume_175_slice_104.h5
6007,synthetic_006007,batch_0025,planned,,BraTS20_Validation_074,74,53,flair,14393.0,15176.0,2.0,158,49,volume_158_slice_49.h5,1584,1584.0,2968.0,4.0,0.9981060606060606,0.4677977473479566,0.6810706436752462,midline,14935.0,BraTS20_Validation_074|slice_53|volume_158_slice_49.h5
6008,synthetic_006008,batch_0025,planned,,BraTS20_Validation_074,74,53,flair,14393.0,15176.0,1.0,159,101,volume_159_slice_101.h5,362,362.0,1332.0,6.0,0.6906077348066298,0.6067754686885966,0.3104903025959916,right,14935.0,BraTS20_Validation_074|slice_53|volume_159_slice_101.h5
6009,synthetic_006009,batch_0025,planned,,BraTS20_Validation_074,74,54,flair,14601.0,15689.0,2.0,158,48,volume_158_slice_48.h5,1627,1627.0,2964.0,4.0,0.9963122311001844,0.4660398659647733,0.680437080336271,midline,15448.0,BraTS20_Validation_074|slice_54|volume_158_slice_48.h5
6010,synthetic_006010,batch_0025,planned,,BraTS20_Validation_074,74,54,flair,14601.0,15689.0,1.0,180,54,volume_180_slice_54.h5,3322,3322.0,6438.0,2.0,0.9858518964479228,0.5436660377501077,0.3246708264165107,midline,15448.0,BraTS20_Validation_074|slice_54|volume_180_slice_54.h5
6011,synthetic_006011,batch_0025,planned,,BraTS20_Validation_074,74,55,flair,14822.0,16061.0,1.0,119,46,volume_119_slice_46.h5,739,739.0,3807.0,6.0,0.6644113667117727,0.48329473845126,0.6467407612911262,midline,15820.0,BraTS20_Validation_074|slice_55|volume_119_slice_46.h5
6012,synthetic_006012,batch_0025,planned,,BraTS20_Validation_074,74,55,flair,14822.0,16061.0,2.0,171,69,volume_171_slice_69.h5,1076,1076.0,3185.0,10.0,0.7230483271375465,0.4347148123376522,0.4473021107153412,left,15820.0,BraTS20_Validation_074|slice_55|volume_171_slice_69.h5
6013,synthetic_006013,batch_0025,planned,,BraTS20_Validation_074,74,56,flair,14993.0,16451.0,2.0,158,64,volume_158_slice_64.h5,381,381.0,1365.0,10.0,0.5170603674540682,0.4547710824849822,0.6874114585049254,midline,16209.0,BraTS20_Validation_074|slice_56|volume_158_slice_64.h5
6014,synthetic_006014,batch_0025,planned,,BraTS20_Validation_074,74,56,flair,14993.0,16451.0,1.0,174,83,volume_174_slice_83.h5,2136,2136.0,3468.0,1.0,1.0,0.4536183849685801,0.619158713741714,midline,16209.0,BraTS20_Validation_074|slice_56|volume_174_slice_83.h5
6015,synthetic_006015,batch_0025,planned,,BraTS20_Validation_074,74,57,flair,15182.0,16818.0,2.0,208,92,volume_208_slice_92.h5,3666,3666.0,5915.0,2.0,0.9994544462629568,0.5993877928356696,0.6305699552828548,right,16577.0,BraTS20_Validation_074|slice_57|volume_208_slice_92.h5
6016,synthetic_006016,batch_0025,planned,,BraTS20_Validation_074,74,57,flair,15182.0,16818.0,1.0,234,61,volume_234_slice_61.h5,3741,3741.0,5325.0,1.0,1.0,0.3873944607923731,0.5762393202542448,left,16577.0,BraTS20_Validation_074|slice_57|volume_234_slice_61.h5
