library_index,library_case_id,batch_id,case_status,source_case_id,external_subject_name,external_subject_numeric_id,external_slice_index,external_modality,external_brain_pixels,training_compatible_donor_count,final_base_use_index,donor_volume,donor_slice_index,donor_h5_file,donor_mask_pixels,donor_tumor_area_pixels,donor_bbox_area,donor_component_count,donor_largest_component_fraction,donor_centroid_x_normalized,donor_centroid_y_normalized,donor_centroid_laterality,candidate_donors_before_uniqueness,pair_key
2001,synthetic_002001,batch_0009,planned,,BraTS20_Validation_023,23,31,flair,7175.0,3941.0,1.0,4,68,volume_4_slice_68.h5,1678,1678.0,2640.0,1.0,1.0,0.6693962228395031,0.6505503164257109,right,3806.0,BraTS20_Validation_023|slice_31|volume_4_slice_68.h5
2002,synthetic_002002,batch_0009,planned,,BraTS20_Validation_023,23,32,flair,7524.0,4191.0,1.0,116,38,volume_116_slice_38.h5,633,633.0,1540.0,2.0,0.9699842022116903,0.4483465201901022,0.3444380548229523,left,4050.0,BraTS20_Validation_023|slice_32|volume_116_slice_38.h5
2003,synthetic_002003,batch_0009,planned,,BraTS20_Validation_023,23,32,flair,7524.0,4191.0,2.0,233,93,volume_233_slice_93.h5,451,451.0,750.0,1.0,1.0,0.7379138873168877,0.6735288387497796,right,4050.0,BraTS20_Validation_023|slice_32|volume_233_slice_93.h5
2004,synthetic_002004,batch_0009,planned,,BraTS20_Validation_023,23,33,flair,7982.0,4560.0,1.0,309,28,volume_309_slice_28.h5,488,488.0,806.0,1.0,1.0,0.4481788874408395,0.6430310720899924,left,4415.0,BraTS20_Validation_023|slice_33|volume_309_slice_28.h5
2005,synthetic_002005,batch_0009,planned,,BraTS20_Validation_023,23,33,flair,7982.0,4560.0,2.0,356,89,volume_356_slice_89.h5,942,942.0,1600.0,2.0,0.8768577494692145,0.7417450630280095,0.6341932503620002,right,4415.0,BraTS20_Validation_023|slice_33|volume_356_slice_89.h5
2006,synthetic_002006,batch_0009,planned,,BraTS20_Validation_023,23,34,flair,8386.0,4939.0,1.0,43,75,volume_43_slice_75.h5,303,303.0,1176.0,3.0,0.99009900990099,0.4829390888879683,0.3415082093983457,midline,4793.0,BraTS20_Validation_023|slice_34|volume_43_slice_75.h5
2007,synthetic_002007,batch_0009,planned,,BraTS20_Validation_023,23,34,flair,8386.0,4939.0,2.0,96,96,volume_96_slice_96.h5,1445,1445.0,2184.0,1.0,1.0,0.6001129272777287,0.416924613803188,right,4793.0,BraTS20_Validation_023|slice_34|volume_96_slice_96.h5
2008,synthetic_002008,batch_0009,planned,,BraTS20_Validation_023,23,35,flair,8799.0,5358.0,1.0,59,72,volume_59_slice_72.h5,582,582.0,1064.0,1.0,1.0,0.4610706120864426,0.6223885318264821,midline,5207.0,BraTS20_Validation_023|slice_35|volume_59_slice_72.h5
2009,synthetic_002009,batch_0009,planned,,BraTS20_Validation_023,23,35,flair,8799.0,5358.0,2.0,328,36,volume_328_slice_36.h5,1008,1008.0,1722.0,2.0,0.9990079365079364,0.4590514378694295,0.3355000996214385,midline,5207.0,BraTS20_Validation_023|slice_35|volume_328_slice_36.h5
2010,synthetic_002010,batch_0009,planned,,BraTS20_Validation_023,23,36,flair,9301.0,6269.0,1.0,58,82,volume_58_slice_82.h5,1528,1528.0,4752.0,11.0,0.9195026178010473,0.6336584591119192,0.6371032224145108,right,6106.0,BraTS20_Validation_023|slice_36|volume_58_slice_82.h5
