library_index,library_case_id,batch_id,case_status,source_case_id,external_subject_name,external_subject_numeric_id,external_slice_index,external_modality,external_brain_pixels,training_compatible_donor_count,final_base_use_index,donor_volume,donor_slice_index,donor_h5_file,donor_mask_pixels,donor_tumor_area_pixels,donor_bbox_area,donor_component_count,donor_largest_component_fraction,donor_centroid_x_normalized,donor_centroid_y_normalized,donor_centroid_laterality,candidate_donors_before_uniqueness,pair_key
1251,synthetic_001251,batch_0006,planned,,BraTS20_Validation_013,13,125,flair,7518.0,5127.0,1.0,62,108,volume_62_slice_108.h5,2476,2476.0,6318.0,4.0,0.8941841680129241,0.4460325399990537,0.4304452450639106,left,4986.0,BraTS20_Validation_013|slice_125|volume_62_slice_108.h5
1252,synthetic_001252,batch_0006,planned,,BraTS20_Validation_013,13,127,flair,6779.0,3800.0,1.0,355,110,volume_355_slice_110.h5,2963,2963.0,4836.0,1.0,1.0,0.5009327027763617,0.4051883974881276,midline,3688.0,BraTS20_Validation_013|slice_127|volume_355_slice_110.h5
1253,synthetic_001253,batch_0006,planned,,BraTS20_Validation_013,13,128,flair,6407.0,3265.0,1.0,70,105,volume_70_slice_105.h5,957,957.0,1440.0,1.0,1.0,0.4714348797453688,0.4076634181958089,midline,3159.0,BraTS20_Validation_013|slice_128|volume_70_slice_105.h5
1254,synthetic_001254,batch_0006,planned,,BraTS20_Validation_013,13,129,flair,5994.0,2799.0,1.0,150,105,volume_150_slice_105.h5,769,769.0,1568.0,1.0,1.0,0.5109281738496444,0.6128482896333335,midline,2700.0,BraTS20_Validation_013|slice_129|volume_150_slice_105.h5
1255,synthetic_001255,batch_0006,planned,,BraTS20_Validation_013,13,130,flair,5530.0,2280.0,1.0,25,107,volume_25_slice_107.h5,1946,1946.0,6256.0,3.0,0.9835560123329908,0.5305056612211725,0.593720839228199,midline,2189.0,BraTS20_Validation_013|slice_130|volume_25_slice_107.h5
1256,synthetic_001256,batch_0006,planned,,BraTS20_Validation_013,13,131,flair,5111.0,1869.0,1.0,20,86,volume_20_slice_86.h5,638,638.0,2480.0,3.0,0.9717868338557992,0.558072428221036,0.4084875591873139,right,1786.0,BraTS20_Validation_013|slice_131|volume_20_slice_86.h5
1257,synthetic_001257,batch_0006,planned,,BraTS20_Validation_013,13,132,flair,4661.0,1522.0,1.0,25,125,volume_25_slice_125.h5,1033,1033.0,1980.0,1.0,1.0,0.5303559928226274,0.5730435381368804,midline,1447.0,BraTS20_Validation_013|slice_132|volume_25_slice_125.h5
1258,synthetic_001258,batch_0006,planned,,BraTS20_Validation_013,13,133,flair,4253.0,1250.0,1.0,44,85,volume_44_slice_85.h5,432,432.0,2679.0,8.0,0.7129629629629629,0.4575488145048815,0.4418196962653029,midline,1182.0,BraTS20_Validation_013|slice_133|volume_44_slice_85.h5
1259,synthetic_001259,batch_0006,planned,,BraTS20_Validation_013,13,134,flair,3804.0,961.0,1.0,22,94,volume_22_slice_94.h5,1772,1772.0,2950.0,4.0,0.9966139954853274,0.4982715792853972,0.5408563710720932,midline,904.0,BraTS20_Validation_013|slice_134|volume_22_slice_94.h5
1260,synthetic_001260,batch_0006,planned,,BraTS20_Validation_013,13,135,flair,3341.0,690.0,1.0,61,77,volume_61_slice_77.h5,639,639.0,1160.0,1.0,1.0,0.5672238919336569,0.4325731235390025,right,648.0,BraTS20_Validation_013|slice_135|volume_61_slice_77.h5
