library_index,library_case_id,batch_id,case_status,source_case_id,external_subject_name,external_subject_numeric_id,external_slice_index,external_modality,external_brain_pixels,training_compatible_donor_count,final_base_use_index,donor_volume,donor_slice_index,donor_h5_file,donor_mask_pixels,donor_tumor_area_pixels,donor_bbox_area,donor_component_count,donor_largest_component_fraction,donor_centroid_x_normalized,donor_centroid_y_normalized,donor_centroid_laterality,candidate_donors_before_uniqueness,pair_key
5251,synthetic_005251,batch_0022,planned,,BraTS20_Validation_065,65,10,flair,3970.0,1180.0,1.0,297,64,volume_297_slice_64.h5,445,445.0,1204.0,1.0,1.0,0.7234638709980725,0.637750928494194,right,1124.0,BraTS20_Validation_065|slice_10|volume_297_slice_64.h5
5252,synthetic_005252,batch_0022,planned,,BraTS20_Validation_065,65,11,flair,4265.0,1536.0,1.0,216,77,volume_216_slice_77.h5,1789,1789.0,4071.0,4.0,0.970933482392398,0.7291093175168569,0.5949912412207563,right,1470.0,BraTS20_Validation_065|slice_11|volume_216_slice_77.h5
5253,synthetic_005253,batch_0022,planned,,BraTS20_Validation_065,65,12,flair,4549.0,1889.0,1.0,356,93,volume_356_slice_93.h5,733,733.0,1380.0,3.0,0.965893587994543,0.7504266869117001,0.6353724876845885,right,1810.0,BraTS20_Validation_065|slice_12|volume_356_slice_93.h5
5254,synthetic_005254,batch_0022,planned,,BraTS20_Validation_065,65,13,flair,4781.0,2207.0,1.0,213,48,volume_213_slice_48.h5,1744,1744.0,3652.0,2.0,0.9913990825688074,0.6947262101262907,0.6335385397873402,right,2116.0,BraTS20_Validation_065|slice_13|volume_213_slice_48.h5
5255,synthetic_005255,batch_0022,planned,,BraTS20_Validation_065,65,14,flair,4957.0,2453.0,1.0,221,91,volume_221_slice_91.h5,2405,2405.0,4488.0,2.0,0.9995841995841996,0.6879061230525666,0.6218982419819239,right,2359.0,BraTS20_Validation_065|slice_14|volume_221_slice_91.h5
5256,synthetic_005256,batch_0022,planned,,BraTS20_Validation_065,65,15,flair,5122.0,2651.0,1.0,352,94,volume_352_slice_94.h5,1461,1461.0,1961.0,1.0,1.0,0.7370632254517024,0.3559406493517651,right,2549.0,BraTS20_Validation_065|slice_15|volume_352_slice_94.h5
5257,synthetic_005257,batch_0022,planned,,BraTS20_Validation_065,65,16,flair,5255.0,2808.0,1.0,221,98,volume_221_slice_98.h5,1910,1910.0,3213.0,1.0,1.0,0.6928826480317204,0.6302043856382396,right,2702.0,BraTS20_Validation_065|slice_16|volume_221_slice_98.h5
5258,synthetic_005258,batch_0022,planned,,BraTS20_Validation_065,65,17,flair,5397.0,2958.0,1.0,217,56,volume_217_slice_56.h5,788,788.0,1406.0,1.0,1.0,0.7644107214918335,0.6392487734426439,right,2849.0,BraTS20_Validation_065|slice_17|volume_217_slice_56.h5
5259,synthetic_005259,batch_0022,planned,,BraTS20_Validation_065,65,18,flair,5542.0,3138.0,1.0,221,51,volume_221_slice_51.h5,2270,2270.0,4088.0,1.0,1.0,0.731284905903821,0.6195878568927065,right,3028.0,BraTS20_Validation_065|slice_18|volume_221_slice_51.h5
5260,synthetic_005260,batch_0022,planned,,BraTS20_Validation_065,65,19,flair,5645.0,3237.0,1.0,213,65,volume_213_slice_65.h5,1337,1337.0,3330.0,3.0,0.9798055347793568,0.6751172768610172,0.648366573512798,right,3123.0,BraTS20_Validation_065|slice_19|volume_213_slice_65.h5
5261,synthetic_005261,batch_0022,planned,,BraTS20_Validation_065,65,20,flair,5693.0,3279.0,1.0,217,55,volume_217_slice_55.h5,813,813.0,1482.0,1.0,1.0,0.7623348618423422,0.6392255554354707,right,3165.0,BraTS20_Validation_065|slice_20|volume_217_slice_55.h5
5262,synthetic_005262,batch_0022,planned,,BraTS20_Validation_065,65,21,flair,5776.0,3337.0,1.0,233,82,volume_233_slice_82.h5,477,477.0,725.0,1.0,1.0,0.7048411006727893,0.6912800540336659,right,3223.0,BraTS20_Validation_065|slice_21|volume_233_slice_82.h5
5263,synthetic_005263,batch_0022,planned,,BraTS20_Validation_065,65,22,flair,5850.0,3408.0,1.0,369,65,volume_369_slice_65.h5,1644,1644.0,2760.0,1.0,1.0,0.6891931099777051,0.6592681387370328,right,3294.0,BraTS20_Validation_065|slice_22|volume_369_slice_65.h5
5264,synthetic_005264,batch_0022,planned,,BraTS20_Validation_065,65,23,flair,5905.0,3458.0,1.0,353,45,volume_353_slice_45.h5,1496,1496.0,2911.0,1.0,1.0,0.7154811715481172,0.6463204528673394,right,3342.0,BraTS20_Validation_065|slice_23|volume_353_slice_45.h5
5265,synthetic_005265,batch_0022,planned,,BraTS20_Validation_065,65,24,flair,6277.0,3624.0,1.0,233,89,volume_233_slice_89.h5,498,498.0,825.0,2.0,0.997991967871486,0.7242862664045302,0.682100788089597,right,3504.0,BraTS20_Validation_065|slice_24|volume_233_slice_89.h5
5266,synthetic_005266,batch_0022,planned,,BraTS20_Validation_065,65,25,flair,6542.0,3682.0,1.0,202,68,volume_202_slice_68.h5,2085,2085.0,3536.0,1.0,1.0,0.7308690286264713,0.6189558813200485,right,3562.0,BraTS20_Validation_065|slice_25|volume_202_slice_68.h5
5267,synthetic_005267,batch_0022,planned,,BraTS20_Validation_065,65,26,flair,6982.0,3803.0,1.0,183,44,volume_183_slice_44.h5,1079,1079.0,3382.0,3.0,0.7386468952734013,0.6460266557055385,0.3249948619712193,right,3677.0,BraTS20_Validation_065|slice_26|volume_183_slice_44.h5
5268,synthetic_005268,batch_0022,planned,,BraTS20_Validation_065,65,27,flair,7445.0,3923.0,1.0,277,94,volume_277_slice_94.h5,369,369.0,832.0,1.0,1.0,0.7795126486829721,0.6639453005408715,right,3796.0,BraTS20_Validation_065|slice_27|volume_277_slice_94.h5
5269,synthetic_005269,batch_0022,planned,,BraTS20_Validation_065,65,98,flair,15893.0,17721.0,2.0,122,75,volume_122_slice_75.h5,380,380.0,754.0,5.0,0.8578947368421053,0.5829552961902664,0.7197313367099758,right,17472.0,BraTS20_Validation_065|slice_98|volume_122_slice_75.h5
5270,synthetic_005270,batch_0022,planned,,BraTS20_Validation_065,65,98,flair,15893.0,17721.0,1.0,285,109,volume_285_slice_109.h5,1804,1804.0,2600.0,1.0,1.0,0.4120527140988412,0.5752071176094036,left,17472.0,BraTS20_Validation_065|slice_98|volume_285_slice_109.h5
5271,synthetic_005271,batch_0022,planned,,BraTS20_Validation_065,65,99,flair,15582.0,17670.0,1.0,118,83,volume_118_slice_83.h5,1287,1287.0,2394.0,3.0,0.9867909867909868,0.5025244397629335,0.3223057741886194,midline,17421.0,BraTS20_Validation_065|slice_99|volume_118_slice_83.h5
5272,synthetic_005272,batch_0022,planned,,BraTS20_Validation_065,65,99,flair,15582.0,17670.0,2.0,184,80,volume_184_slice_80.h5,2377,2377.0,5160.0,5.0,0.9709718132099284,0.5192755539048377,0.374108216291764,midline,17421.0,BraTS20_Validation_065|slice_99|volume_184_slice_80.h5
5273,synthetic_005273,batch_0022,planned,,BraTS20_Validation_065,65,100,flair,15272.0,17581.0,2.0,86,45,volume_86_slice_45.h5,583,583.0,1650.0,1.0,1.0,0.4887502960448409,0.2566583176040822,midline,17333.0,BraTS20_Validation_065|slice_100|volume_86_slice_45.h5
5274,synthetic_005274,batch_0022,planned,,BraTS20_Validation_065,65,101,flair,14920.0,17492.0,1.0,146,84,volume_146_slice_84.h5,1886,1886.0,3570.0,1.0,1.0,0.5346020223891524,0.3719656397946551,midline,17244.0,BraTS20_Validation_065|slice_101|volume_146_slice_84.h5
5275,synthetic_005275,batch_0022,planned,,BraTS20_Validation_065,65,101,flair,14920.0,17492.0,2.0,167,64,volume_167_slice_64.h5,2380,2380.0,4425.0,5.0,0.9214285714285714,0.5229264090573468,0.599333708378749,midline,17244.0,BraTS20_Validation_065|slice_101|volume_167_slice_64.h5
5276,synthetic_005276,batch_0022,planned,,BraTS20_Validation_065,65,102,flair,14606.0,17378.0,2.0,143,99,volume_143_slice_99.h5,2274,2274.0,3685.0,1.0,1.0,0.3665779799295658,0.5887161766816441,left,17130.0,BraTS20_Validation_065|slice_102|volume_143_slice_99.h5
5277,synthetic_005277,batch_0022,planned,,BraTS20_Validation_065,65,102,flair,14606.0,17378.0,1.0,146,68,volume_146_slice_68.h5,2660,2660.0,4116.0,1.0,1.0,0.5516516185862146,0.330092490640828,right,17130.0,BraTS20_Validation_065|slice_102|volume_146_slice_68.h5
5278,synthetic_005278,batch_0022,planned,,BraTS20_Validation_065,65,103,flair,14261.0,17223.0,2.0,151,109,volume_151_slice_109.h5,1803,1803.0,3332.0,2.0,0.9046034387132555,0.3910080131440626,0.5924249913556439,left,16975.0,BraTS20_Validation_065|slice_103|volume_151_slice_109.h5
5279,synthetic_005279,batch_0022,planned,,BraTS20_Validation_065,65,103,flair,14261.0,17223.0,1.0,163,91,volume_163_slice_91.h5,3512,3512.0,5355.0,1.0,1.0,0.4255022826698182,0.6092357583324597,left,16975.0,BraTS20_Validation_065|slice_103|volume_163_slice_91.h5
5280,synthetic_005280,batch_0022,planned,,BraTS20_Validation_065,65,104,flair,13875.0,16982.0,2.0,143,79,volume_143_slice_79.h5,3493,3493.0,4692.0,1.0,1.0,0.3741912995147498,0.5997781576302634,left,16737.0,BraTS20_Validation_065|slice_104|volume_143_slice_79.h5
5281,synthetic_005281,batch_0022,planned,,BraTS20_Validation_065,65,104,flair,13875.0,16982.0,1.0,179,55,volume_179_slice_55.h5,1701,1701.0,2310.0,1.0,1.0,0.594511227705091,0.6786187795020895,right,16737.0,BraTS20_Validation_065|slice_104|volume_179_slice_55.h5
5282,synthetic_005282,batch_0022,planned,,BraTS20_Validation_065,65,105,flair,13500.0,16818.0,1.0,143,75,volume_143_slice_75.h5,3492,3492.0,4690.0,1.0,1.0,0.3762239572100246,0.6029789548855244,left,16575.0,BraTS20_Validation_065|slice_105|volume_143_slice_75.h5
5283,synthetic_005283,batch_0022,planned,,BraTS20_Validation_065,65,105,flair,13500.0,16818.0,2.0,328,87,volume_328_slice_87.h5,6293,6293.0,10282.0,2.0,0.9947560781821072,0.3810895682058899,0.4476601816323776,left,16575.0,BraTS20_Validation_065|slice_105|volume_328_slice_87.h5
5284,synthetic_005284,batch_0022,planned,,BraTS20_Validation_065,65,106,flair,13118.0,16558.0,1.0,166,52,volume_166_slice_52.h5,1528,1528.0,4180.0,4.0,0.950261780104712,0.4745969243575982,0.359706674845013,midline,16319.0,BraTS20_Validation_065|slice_106|volume_166_slice_52.h5
5285,synthetic_005285,batch_0022,planned,,BraTS20_Validation_065,65,106,flair,13118.0,16558.0,2.0,187,73,volume_187_slice_73.h5,920,920.0,2279.0,2.0,0.9304347826086956,0.5161224304165909,0.350859559759869,midline,16319.0,BraTS20_Validation_065|slice_106|volume_187_slice_73.h5
5286,synthetic_005286,batch_0022,planned,,BraTS20_Validation_065,65,107,flair,12654.0,16066.0,1.0,94,48,volume_94_slice_48.h5,632,632.0,1058.0,2.0,0.8560126582278481,0.6435702558127218,0.7071195911233515,right,15830.0,BraTS20_Validation_065|slice_107|volume_94_slice_48.h5
5287,synthetic_005287,batch_0022,planned,,BraTS20_Validation_065,65,107,flair,12654.0,16066.0,2.0,167,76,volume_167_slice_76.h5,1618,1618.0,2805.0,2.0,0.9981458590852904,0.5019058603265564,0.6070979720818614,midline,15830.0,BraTS20_Validation_065|slice_107|volume_167_slice_76.h5
5288,synthetic_005288,batch_0022,planned,,BraTS20_Validation_065,65,108,flair,12252.0,15566.0,1.0,169,40,volume_169_slice_40.h5,1212,1212.0,2065.0,1.0,1.0,0.6003321043401412,0.639097173315658,right,15330.0,BraTS20_Validation_065|slice_108|volume_169_slice_40.h5
5289,synthetic_005289,batch_0022,planned,,BraTS20_Validation_065,65,108,flair,12252.0,15566.0,2.0,180,66,volume_180_slice_66.h5,2793,2793.0,6767.0,4.0,0.9828141783029,0.5458925256955899,0.3220139410091277,midline,15330.0,BraTS20_Validation_065|slice_108|volume_180_slice_66.h5
5290,synthetic_005290,batch_0022,planned,,BraTS20_Validation_065,65,109,flair,11859.0,15018.0,1.0,161,105,volume_161_slice_105.h5,1058,1058.0,1450.0,1.0,1.0,0.4103859021917093,0.4143327190325158,left,14788.0,BraTS20_Validation_065|slice_109|volume_161_slice_105.h5
5291,synthetic_005291,batch_0022,planned,,BraTS20_Validation_065,65,109,flair,11859.0,15018.0,2.0,176,107,volume_176_slice_107.h5,2525,2525.0,3780.0,1.0,1.0,0.536632006296864,0.3893798417498654,midline,14788.0,BraTS20_Validation_065|slice_109|volume_176_slice_107.h5
5292,synthetic_005292,batch_0022,planned,,BraTS20_Validation_065,65,110,flair,11357.0,14190.0,1.0,146,86,volume_146_slice_86.h5,1786,1786.0,3366.0,1.0,1.0,0.545029448007984,0.3695197889676564,midline,13962.0,BraTS20_Validation_065|slice_110|volume_146_slice_86.h5
5293,synthetic_005293,batch_0022,planned,,BraTS20_Validation_065,65,110,flair,11357.0,14190.0,2.0,150,71,volume_150_slice_71.h5,3524,3524.0,5964.0,1.0,1.0,0.4834583180961155,0.6077334618800431,midline,13962.0,BraTS20_Validation_065|slice_110|volume_150_slice_71.h5
5294,synthetic_005294,batch_0022,planned,,BraTS20_Validation_065,65,111,flair,10876.0,13232.0,2.0,150,66,volume_150_slice_66.h5,3019,3019.0,5451.0,3.0,0.9228221265319644,0.4971304471956548,0.6139276908727294,midline,13008.0,BraTS20_Validation_065|slice_111|volume_150_slice_66.h5
5295,synthetic_005295,batch_0022,planned,,BraTS20_Validation_065,65,111,flair,10876.0,13232.0,1.0,175,59,volume_175_slice_59.h5,2510,2510.0,6642.0,11.0,0.9310756972111554,0.4058894130590608,0.5694877394188934,left,13008.0,BraTS20_Validation_065|slice_111|volume_175_slice_59.h5
5296,synthetic_005296,batch_0022,planned,,BraTS20_Validation_065,65,112,flair,10439.0,12184.0,1.0,180,93,volume_180_slice_93.h5,1742,1742.0,5310.0,2.0,0.9925373134328358,0.5942359333041903,0.3907522253553603,right,11972.0,BraTS20_Validation_065|slice_112|volume_180_slice_93.h5
5297,synthetic_005297,batch_0022,planned,,BraTS20_Validation_065,65,112,flair,10439.0,12184.0,2.0,189,118,volume_189_slice_118.h5,2420,2420.0,3760.0,2.0,0.999586776859504,0.4507330820567792,0.417908641377641,midline,11972.0,BraTS20_Validation_065|slice_112|volume_189_slice_118.h5
5298,synthetic_005298,batch_0022,planned,,BraTS20_Validation_065,65,113,flair,9980.0,11057.0,1.0,154,91,volume_154_slice_91.h5,1850,1850.0,3318.0,1.0,1.0,0.4283998642994459,0.4039240076896981,left,10852.0,BraTS20_Validation_065|slice_113|volume_154_slice_91.h5
5299,synthetic_005299,batch_0022,planned,,BraTS20_Validation_065,65,113,flair,9980.0,11057.0,2.0,157,121,volume_157_slice_121.h5,1379,1379.0,3696.0,6.0,0.5547498187092096,0.4576962871039289,0.4047260005886262,midline,10852.0,BraTS20_Validation_065|slice_113|volume_157_slice_121.h5
5300,synthetic_005300,batch_0022,planned,,BraTS20_Validation_065,65,114,flair,9532.0,9901.0,2.0,141,98,volume_141_slice_98.h5,641,641.0,870.0,1.0,1.0,0.4677576224387887,0.6515512503345322,midline,9705.0,BraTS20_Validation_065|slice_114|volume_141_slice_98.h5
5301,synthetic_005301,batch_0022,planned,,BraTS20_Validation_065,65,114,flair,9532.0,9901.0,1.0,152,109,volume_152_slice_109.h5,2927,2927.0,5394.0,3.0,0.9275708916979842,0.4323503723091746,0.4223868670422398,left,9705.0,BraTS20_Validation_065|slice_114|volume_152_slice_109.h5
5302,synthetic_005302,batch_0022,planned,,BraTS20_Validation_065,65,115,flair,9108.0,8834.0,1.0,152,111,volume_152_slice_111.h5,2393,2393.0,4760.0,2.0,0.9678228165482656,0.4324293135312723,0.4213020193136537,left,8652.0,BraTS20_Validation_065|slice_115|volume_152_slice_111.h5
5303,synthetic_005303,batch_0022,planned,,BraTS20_Validation_065,65,115,flair,9108.0,8834.0,2.0,174,89,volume_174_slice_89.h5,2339,2339.0,3871.0,1.0,1.0,0.4621794172311952,0.6145439974526896,midline,8652.0,BraTS20_Validation_065|slice_115|volume_174_slice_89.h5
5304,synthetic_005304,batch_0022,planned,,BraTS20_Validation_065,65,116,flair,8639.0,7776.0,2.0,156,77,volume_156_slice_77.h5,2422,2422.0,3950.0,3.0,0.9888521882741536,0.5323222621091874,0.6154687332644622,midline,7602.0,BraTS20_Validation_065|slice_116|volume_156_slice_77.h5
5305,synthetic_005305,batch_0022,planned,,BraTS20_Validation_065,65,116,flair,8639.0,7776.0,1.0,157,110,volume_157_slice_110.h5,2491,2491.0,5369.0,2.0,0.590525893215576,0.4698336605923584,0.4185175418116096,midline,7602.0,BraTS20_Validation_065|slice_116|volume_157_slice_110.h5
5306,synthetic_005306,batch_0022,planned,,BraTS20_Validation_065,65,117,flair,8184.0,6806.0,2.0,152,126,volume_152_slice_126.h5,594,594.0,1643.0,2.0,0.9629629629629628,0.4787343448431314,0.4271093078624459,midline,6641.0,BraTS20_Validation_065|slice_117|volume_152_slice_126.h5
5307,synthetic_005307,batch_0022,planned,,BraTS20_Validation_065,65,117,flair,8184.0,6806.0,1.0,156,81,volume_156_slice_81.h5,2359,2359.0,3430.0,4.0,0.9961848240779992,0.5571256524908611,0.6257101353137011,right,6641.0,BraTS20_Validation_065|slice_117|volume_156_slice_81.h5
5308,synthetic_005308,batch_0022,planned,,BraTS20_Validation_065,65,118,flair,7731.0,5807.0,1.0,157,116,volume_157_slice_116.h5,2158,2158.0,4717.0,1.0,1.0,0.4581551180583292,0.4141735916953943,midline,5663.0,BraTS20_Validation_065|slice_118|volume_157_slice_116.h5
5309,synthetic_005309,batch_0022,planned,,BraTS20_Validation_065,65,118,flair,7731.0,5807.0,2.0,182,89,volume_182_slice_89.h5,1405,1405.0,2352.0,2.0,0.998576512455516,0.4735746512008815,0.6160127458717372,midline,5663.0,BraTS20_Validation_065|slice_118|volume_182_slice_89.h5
