library_index,library_case_id,batch_id,case_status,source_case_id,external_subject_name,external_subject_numeric_id,external_slice_index,external_modality,external_brain_pixels,training_compatible_donor_count,final_base_use_index,donor_volume,donor_slice_index,donor_h5_file,donor_mask_pixels,donor_tumor_area_pixels,donor_bbox_area,donor_component_count,donor_largest_component_fraction,donor_centroid_x_normalized,donor_centroid_y_normalized,donor_centroid_laterality,candidate_donors_before_uniqueness,pair_key
251,synthetic_000251,batch_0002,planned,,BraTS20_Validation_001,1,4,flair,1635.0,41.0,2.0,28,63,volume_28_slice_63.h5,405,405.0,660.0,1.0,1.0,0.6882690221602356,0.6413037863526008,right,35.0,BraTS20_Validation_001|slice_4|volume_28_slice_63.h5
252,synthetic_000252,batch_0002,planned,,BraTS20_Validation_001,1,4,flair,1635.0,41.0,1.0,68,93,volume_68_slice_93.h5,759,759.0,2242.0,5.0,0.9565217391304348,0.6870193659351382,0.5810772818231432,right,35.0,BraTS20_Validation_001|slice_4|volume_68_slice_93.h5
253,synthetic_000253,batch_0002,planned,,BraTS20_Validation_001,1,5,flair,2047.0,118.0,1.0,41,95,volume_41_slice_95.h5,591,591.0,851.0,1.0,1.0,0.7078846575904962,0.385163788770186,right,108.0,BraTS20_Validation_001|slice_5|volume_41_slice_95.h5
254,synthetic_000254,batch_0002,planned,,BraTS20_Validation_001,1,5,flair,2047.0,118.0,2.0,41,96,volume_41_slice_96.h5,570,570.0,828.0,1.0,1.0,0.7139323203406004,0.3878440872054613,right,108.0,BraTS20_Validation_001|slice_5|volume_41_slice_96.h5
255,synthetic_000255,batch_0002,planned,,BraTS20_Validation_001,1,6,flair,2395.0,255.0,2.0,4,115,volume_4_slice_115.h5,331,331.0,1020.0,2.0,0.6586102719033232,0.6663843557623027,0.6238354675194985,right,232.0,BraTS20_Validation_001|slice_6|volume_4_slice_115.h5
256,synthetic_000256,batch_0002,planned,,BraTS20_Validation_001,1,6,flair,2395.0,255.0,1.0,11,77,volume_11_slice_77.h5,971,971.0,1976.0,3.0,0.988671472708548,0.667482515975852,0.6267446319844528,right,232.0,BraTS20_Validation_001|slice_6|volume_11_slice_77.h5
257,synthetic_000257,batch_0002,planned,,BraTS20_Validation_001,1,7,flair,2831.0,518.0,2.0,11,72,volume_11_slice_72.h5,1033,1033.0,1620.0,1.0,1.0,0.6638381121727753,0.6316411961747682,right,481.0,BraTS20_Validation_001|slice_7|volume_11_slice_72.h5
258,synthetic_000258,batch_0002,planned,,BraTS20_Validation_001,1,7,flair,2831.0,518.0,1.0,11,79,volume_11_slice_79.h5,1045,1045.0,2268.0,5.0,0.9033492822966508,0.6623250785770054,0.6353746671738303,right,481.0,BraTS20_Validation_001|slice_7|volume_11_slice_79.h5
259,synthetic_000259,batch_0002,planned,,BraTS20_Validation_001,1,8,flair,3165.0,833.0,1.0,4,112,volume_4_slice_112.h5,604,604.0,1776.0,2.0,0.6440397350993378,0.664447615616947,0.6280029926016237,right,783.0,BraTS20_Validation_001|slice_8|volume_4_slice_112.h5
260,synthetic_000260,batch_0002,planned,,BraTS20_Validation_001,1,8,flair,3165.0,833.0,2.0,42,72,volume_42_slice_72.h5,1061,1061.0,2091.0,3.0,0.8454288407163054,0.7048572634169233,0.5746296026090489,right,783.0,BraTS20_Validation_001|slice_8|volume_42_slice_72.h5
261,synthetic_000261,batch_0002,planned,,BraTS20_Validation_001,1,9,flair,3460.0,1176.0,2.0,18,81,volume_18_slice_81.h5,1669,1669.0,4092.0,2.0,0.999400838825644,0.6528675753526653,0.4427099132344425,right,1111.0,BraTS20_Validation_001|slice_9|volume_18_slice_81.h5
262,synthetic_000262,batch_0002,planned,,BraTS20_Validation_001,1,9,flair,3460.0,1176.0,1.0,76,101,volume_76_slice_101.h5,1234,1234.0,1768.0,1.0,1.0,0.6996127842238392,0.4175759343021639,right,1111.0,BraTS20_Validation_001|slice_9|volume_76_slice_101.h5
263,synthetic_000263,batch_0002,planned,,BraTS20_Validation_001,1,10,flair,3720.0,1450.0,2.0,18,63,volume_18_slice_63.h5,628,628.0,5100.0,8.0,0.445859872611465,0.6534592116835007,0.4728100098606188,right,1374.0,BraTS20_Validation_001|slice_10|volume_18_slice_63.h5
264,synthetic_000264,batch_0002,planned,,BraTS20_Validation_001,1,10,flair,3720.0,1450.0,1.0,24,94,volume_24_slice_94.h5,1870,1870.0,3060.0,2.0,0.9994652406417112,0.7056317544134428,0.6167722014633163,right,1374.0,BraTS20_Validation_001|slice_10|volume_24_slice_94.h5
265,synthetic_000265,batch_0002,planned,,BraTS20_Validation_001,1,11,flair,3924.0,1661.0,2.0,4,58,volume_4_slice_58.h5,374,374.0,682.0,1.0,1.0,0.639809366119974,0.6490725616987,right,1579.0,BraTS20_Validation_001|slice_11|volume_4_slice_58.h5
266,synthetic_000266,batch_0002,planned,,BraTS20_Validation_001,1,11,flair,3924.0,1661.0,1.0,18,61,volume_18_slice_61.h5,533,533.0,4891.0,9.0,0.4934333958724202,0.644579117178362,0.4846726903059182,right,1579.0,BraTS20_Validation_001|slice_11|volume_18_slice_61.h5
267,synthetic_000267,batch_0002,planned,,BraTS20_Validation_001,1,12,flair,4152.0,1911.0,1.0,3,103,volume_3_slice_103.h5,373,373.0,1326.0,4.0,0.7774798927613941,0.6215352171133073,0.6001660179254489,right,1825.0,BraTS20_Validation_001|slice_12|volume_3_slice_103.h5
268,synthetic_000268,batch_0002,planned,,BraTS20_Validation_001,1,12,flair,4152.0,1911.0,2.0,11,63,volume_11_slice_63.h5,955,955.0,1617.0,1.0,1.0,0.6554229008302481,0.6454117286249424,right,1825.0,BraTS20_Validation_001|slice_12|volume_11_slice_63.h5
269,synthetic_000269,batch_0002,planned,,BraTS20_Validation_001,1,13,flair,4350.0,2073.0,1.0,3,104,volume_3_slice_104.h5,311,311.0,1088.0,2.0,0.864951768488746,0.6217223425580863,0.5979765636561772,right,1982.0,BraTS20_Validation_001|slice_13|volume_3_slice_104.h5
270,synthetic_000270,batch_0002,planned,,BraTS20_Validation_001,1,13,flair,4350.0,2073.0,2.0,67,116,volume_67_slice_116.h5,1644,1644.0,3290.0,3.0,0.9975669099756692,0.6753173706339268,0.5965677142188152,right,1982.0,BraTS20_Validation_001|slice_13|volume_67_slice_116.h5
271,synthetic_000271,batch_0002,planned,,BraTS20_Validation_001,1,14,flair,4483.0,2209.0,2.0,4,113,volume_4_slice_113.h5,513,513.0,1368.0,3.0,0.6686159844054581,0.6644563524105475,0.6258125555637116,right,2110.0,BraTS20_Validation_001|slice_14|volume_4_slice_113.h5
