library_index,library_case_id,batch_id,case_status,source_case_id,external_subject_name,external_subject_numeric_id,external_slice_index,external_modality,external_brain_pixels,training_compatible_donor_count,final_base_use_index,donor_volume,donor_slice_index,donor_h5_file,donor_mask_pixels,donor_tumor_area_pixels,donor_bbox_area,donor_component_count,donor_largest_component_fraction,donor_centroid_x_normalized,donor_centroid_y_normalized,donor_centroid_laterality,candidate_donors_before_uniqueness,pair_key
1501,synthetic_001501,batch_0007,planned,,BraTS20_Validation_017,17,11,flair,2521.0,349.0,1.0,83,91,volume_83_slice_91.h5,440,440.0,896.0,2.0,0.9886363636363636,0.6557531380753138,0.6400057055914796,right,310.0,BraTS20_Validation_017|slice_11|volume_83_slice_91.h5
1502,synthetic_001502,batch_0007,planned,,BraTS20_Validation_017,17,12,flair,2749.0,520.0,1.0,83,90,volume_83_slice_90.h5,577,577.0,1476.0,2.0,0.9688041594454072,0.6473680775617645,0.6321617368730195,right,475.0,BraTS20_Validation_017|slice_12|volume_83_slice_90.h5
1503,synthetic_001503,batch_0007,planned,,BraTS20_Validation_017,17,13,flair,2951.0,710.0,1.0,336,120,volume_336_slice_120.h5,488,488.0,1024.0,1.0,1.0,0.7049351807394196,0.5616040194800741,right,657.0,BraTS20_Validation_017|slice_13|volume_336_slice_120.h5
1504,synthetic_001504,batch_0007,planned,,BraTS20_Validation_017,17,14,flair,3139.0,920.0,1.0,103,92,volume_103_slice_92.h5,569,569.0,1131.0,1.0,1.0,0.7196137979719246,0.6119302012633189,right,854.0,BraTS20_Validation_017|slice_14|volume_103_slice_92.h5
1505,synthetic_001505,batch_0007,planned,,BraTS20_Validation_017,17,15,flair,3344.0,1125.0,1.0,72,112,volume_72_slice_112.h5,763,763.0,2156.0,2.0,0.8165137614678899,0.6589546877827558,0.5848582725094184,right,1050.0,BraTS20_Validation_017|slice_15|volume_72_slice_112.h5
1506,synthetic_001506,batch_0007,planned,,BraTS20_Validation_017,17,16,flair,3593.0,1398.0,1.0,73,103,volume_73_slice_103.h5,510,510.0,1326.0,2.0,0.9274509803921568,0.6428419066371318,0.6202395602592502,right,1317.0,BraTS20_Validation_017|slice_16|volume_73_slice_103.h5
1507,synthetic_001507,batch_0007,planned,,BraTS20_Validation_017,17,17,flair,3799.0,1629.0,1.0,58,87,volume_58_slice_87.h5,922,922.0,2520.0,7.0,0.903470715835141,0.6401265213879233,0.6372993038600823,right,1544.0,BraTS20_Validation_017|slice_17|volume_58_slice_87.h5
1508,synthetic_001508,batch_0007,planned,,BraTS20_Validation_017,17,18,flair,4006.0,1833.0,1.0,72,111,volume_72_slice_111.h5,795,795.0,2200.0,3.0,0.7924528301886793,0.6584510933922791,0.5856845872477041,right,1743.0,BraTS20_Validation_017|slice_18|volume_72_slice_111.h5
1509,synthetic_001509,batch_0007,planned,,BraTS20_Validation_017,17,19,flair,4174.0,1987.0,1.0,67,79,volume_67_slice_79.h5,1975,1975.0,4264.0,4.0,0.9964556962025316,0.6932598908956094,0.5841660928976219,right,1891.0,BraTS20_Validation_017|slice_19|volume_67_slice_79.h5
1510,synthetic_001510,batch_0007,planned,,BraTS20_Validation_017,17,20,flair,4339.0,2118.0,1.0,68,72,volume_68_slice_72.h5,2049,2049.0,3658.0,2.0,0.9985358711566618,0.6761988193036301,0.5695175317687371,right,2019.0,BraTS20_Validation_017|slice_20|volume_68_slice_72.h5
1511,synthetic_001511,batch_0007,planned,,BraTS20_Validation_017,17,21,flair,4498.0,2273.0,1.0,67,115,volume_67_slice_115.h5,1755,1755.0,3360.0,3.0,0.9908831908831908,0.673482816579051,0.5993801332713466,right,2169.0,BraTS20_Validation_017|slice_21|volume_67_slice_115.h5
1512,synthetic_001512,batch_0007,planned,,BraTS20_Validation_017,17,22,flair,4634.0,2390.0,1.0,68,63,volume_68_slice_63.h5,1367,1367.0,2655.0,2.0,0.9992684711046086,0.6939179034810369,0.5938576059109983,right,2283.0,BraTS20_Validation_017|slice_22|volume_68_slice_63.h5
1513,synthetic_001513,batch_0007,planned,,BraTS20_Validation_017,17,23,flair,4764.0,2502.0,1.0,54,98,volume_54_slice_98.h5,938,938.0,1961.0,2.0,0.9914712153518124,0.6314423102657661,0.3621566405866662,right,2394.0,BraTS20_Validation_017|slice_23|volume_54_slice_98.h5
1514,synthetic_001514,batch_0007,planned,,BraTS20_Validation_017,17,24,flair,4883.0,2590.0,1.0,216,66,volume_216_slice_66.h5,968,968.0,2312.0,4.0,0.9338842975206612,0.740793250112383,0.6069668729900757,right,2480.0,BraTS20_Validation_017|slice_24|volume_216_slice_66.h5
1515,synthetic_001515,batch_0007,planned,,BraTS20_Validation_017,17,25,flair,5014.0,2693.0,1.0,54,87,volume_54_slice_87.h5,1216,1216.0,2400.0,5.0,0.966282894736842,0.6560469885487777,0.3625922153710636,right,2580.0,BraTS20_Validation_017|slice_25|volume_54_slice_87.h5
1516,synthetic_001516,batch_0007,planned,,BraTS20_Validation_017,17,26,flair,5205.0,2774.0,1.0,127,73,volume_127_slice_73.h5,1046,1046.0,1932.0,1.0,1.0,0.6959647031528757,0.6518756450154803,right,2658.0,BraTS20_Validation_017|slice_26|volume_127_slice_73.h5
1517,synthetic_001517,batch_0007,planned,,BraTS20_Validation_017,17,27,flair,5507.0,2893.0,1.0,28,47,volume_28_slice_47.h5,1005,1005.0,1856.0,1.0,1.0,0.6837319677761818,0.6563417223505901,right,2775.0,BraTS20_Validation_017|slice_27|volume_28_slice_47.h5
1518,synthetic_001518,batch_0007,planned,,BraTS20_Validation_017,17,28,flair,5838.0,2958.0,1.0,5,90,volume_5_slice_90.h5,714,714.0,1254.0,1.0,1.0,0.6891166508444382,0.6659927569354102,right,2836.0,BraTS20_Validation_017|slice_28|volume_5_slice_90.h5
1519,synthetic_001519,batch_0007,planned,,BraTS20_Validation_017,17,29,flair,6146.0,2992.0,1.0,50,79,volume_50_slice_79.h5,1349,1349.0,2350.0,4.0,0.9970348406226834,0.6587523378544777,0.3455527261786973,right,2870.0,BraTS20_Validation_017|slice_29|volume_50_slice_79.h5
1520,synthetic_001520,batch_0007,planned,,BraTS20_Validation_017,17,30,flair,6455.0,3192.0,1.0,165,35,volume_165_slice_35.h5,503,503.0,930.0,3.0,0.9960238568588468,0.4594025803338962,0.640724689519785,midline,3066.0,BraTS20_Validation_017|slice_30|volume_165_slice_35.h5
1521,synthetic_001521,batch_0007,planned,,BraTS20_Validation_017,17,31,flair,6767.0,3365.0,1.0,105,38,volume_105_slice_38.h5,472,472.0,930.0,2.0,0.9936440677966102,0.4388252606198142,0.3711704843628111,left,3234.0,BraTS20_Validation_017|slice_31|volume_105_slice_38.h5
1522,synthetic_001522,batch_0007,planned,,BraTS20_Validation_017,17,32,flair,7091.0,3555.0,1.0,39,74,volume_39_slice_74.h5,1119,1119.0,1710.0,2.0,0.9991063449508488,0.6296715911172931,0.6365104826859007,right,3426.0,BraTS20_Validation_017|slice_32|volume_39_slice_74.h5
1523,synthetic_001523,batch_0007,planned,,BraTS20_Validation_017,17,33,flair,7464.0,3837.0,1.0,240,39,volume_240_slice_39.h5,831,831.0,2144.0,2.0,0.9987966305655837,0.4500450634160586,0.6379167107230791,midline,3703.0,BraTS20_Validation_017|slice_33|volume_240_slice_39.h5
1524,synthetic_001524,batch_0007,planned,,BraTS20_Validation_017,17,34,flair,7846.0,4206.0,1.0,197,117,volume_197_slice_117.h5,384,384.0,630.0,1.0,1.0,0.4225396617852162,0.3708594839609484,left,4067.0,BraTS20_Validation_017|slice_34|volume_197_slice_117.h5
1525,synthetic_001525,batch_0007,planned,,BraTS20_Validation_017,17,35,flair,8181.0,4553.0,1.0,184,44,volume_184_slice_44.h5,958,958.0,1560.0,2.0,0.9926931106471816,0.4679248084835038,0.3548274386142678,midline,4411.0,BraTS20_Validation_017|slice_35|volume_184_slice_44.h5
1526,synthetic_001526,batch_0007,planned,,BraTS20_Validation_017,17,36,flair,8631.0,5181.0,1.0,360,128,volume_360_slice_128.h5,496,496.0,912.0,2.0,0.9879032258064516,0.444408827102173,0.4068447158860845,left,5031.0,BraTS20_Validation_017|slice_36|volume_360_slice_128.h5
1527,synthetic_001527,batch_0007,planned,,BraTS20_Validation_017,17,37,flair,9050.0,5947.0,1.0,280,76,volume_280_slice_76.h5,1184,1184.0,1517.0,1.0,1.0,0.4595089336198122,0.6676714633043085,midline,5790.0,BraTS20_Validation_017|slice_37|volume_280_slice_76.h5
1528,synthetic_001528,batch_0007,planned,,BraTS20_Validation_017,17,38,flair,9471.0,7016.0,1.0,19,43,volume_19_slice_43.h5,957,957.0,1517.0,3.0,0.9832810867293624,0.4403055224004581,0.6442552782186313,left,6846.0,BraTS20_Validation_017|slice_38|volume_19_slice_43.h5
